,dividends,original_filing_date,period_end_date,period_end_price,shares_eop,assets_to_equity,assets_to_equity_median,book_value,book_value_per_share,cash_and_equiv_growth,cf_cfo_cagr_10,debt_to_equity,debt_to_equity_median,deposits_cagr_10,deposits_growth,dividends_per_share_cagr_10,dividends_per_share_growth,earning_assets,earning_assets_cagr_10,earning_assets_growth,earning_assets_to_equity,earning_assets_to_equity_median,ebitda,ebitda_growth,ebitda_margin,ebitda_per_share,enterprise_value,enterprise_value_to_book,enterprise_value_to_earnings,enterprise_value_to_fcf,enterprise_value_to_sales,enterprise_value_to_tangible_book,eps_diluted_cagr_10,eps_diluted_growth,equity_to_assets,equity_to_assets_median,fcf,fcf_cagr_10,fcf_growth,fcf_margin,fcf_per_share,income_tax_rate,loan_loss_reserve_to_loans,loan_loss_reserve_to_loans_median,loans_gross_cagr_10,loans_gross_growth,loans_net_growth,loans_to_deposits,loans_to_deposits_median,market_cap,net_debt,net_income_growth,net_income_margin,net_interest_income_cagr_10,net_interest_income_growth,net_interest_margin,nim_median,payout_ratio,peg_ratio,pretax_income_growth,pretax_income_per_share,pretax_margin,pretax_margin_median,price_to_book,price_to_earnings,price_to_fcf,price_to_sales,price_to_tangible_book,revenue_cagr_10,revenue_growth,revenue_per_share,roa,roa_median,roce,roe,roe_median,roic,roic_5yr_avg,roic_legacy,roic_median,shares_diluted_growth,shares_eop_change,shares_eop_growth,tangible_book_per_share,tangible_book_value,total_assets_cagr_10,total_assets_growth,total_equity_cagr_10,total_equity_growth,fiscal_quarter_key,fiscal_quarter_number
10,0.25,2004-10-08,2004-08,89.65,483888000,20.6977,19.1731,23514000000,46.5623,0.1669,0.0,5.5933,4.7724,0.0,0.0,0.0761,0.0,184469000000,0.0347,0.1222,7.845,7.5201,1608000000,0.3982,0.346,3.1841,107314559200,4.5638,24.7839,-4.0632,5.2669,4.5638,0.059,0.3181,0.0483,0.0521,-13453000000,0.0,-2.5226,-2.8949,-26.6396,0.3201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43380559200,123771000000,0.2983,0.1891,0.0615,-0.1849,0.0143,0.0176,0.1436,1.6955,0.3193,2.5603,0.2782,0.2594,1.8448,10.0186,-1.6425,2.1291,1.8448,0.0259,0.2251,9.2019,0.009,0.0063,0.0428,0.1855,0.1229,0.0291,0.02676936111714,0.0307,0.0222,-0.013,3237000.0,0.0067,46.5623,23514000000,0.0459,0.2347,0.0243,0.1505,FY2004.FQ3,3
11,0.25,2005-02-08,2004-11,104.76,480960000,21.1882,19.6105,25079000000,49.5045,-0.384,0.0,5.4091,4.8975,0.0,0.0,0.0761,0.0,207630000000,0.0409,0.2513,8.279,7.7575,1925000000,-0.0422,0.4154,3.7998,126716369600,5.0526,27.8314,-3.7029,6.0482,5.0526,0.0833,0.2486,0.0471,0.051,-8167000000,0.0,-21.8128,-1.7624,-16.1212,0.3033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50385369600,131290000000,0.2296,0.2576,0.0332,0.4578,0.0154,0.0176,0.1059,1.328,0.2164,3.3833,0.3698,0.2693,2.009,11.0664,-1.4723,2.4049,2.009,0.0186,0.1419,9.1472,0.0089,0.0069,0.0422,0.1873,0.1341,0.0288,0.02676936111714,0.0299,0.0234,-0.0138,-2928000.0,-0.006,49.5045,25079000000,0.0496,0.3159,0.0289,0.1593,FY2004.FQ4,4
12,0.25,2005-04-06,2005-02,108.8,478391000,22.8628,20.0644,26075000000,50.6212,-0.2041,0.0,5.539,5.042,0.0,0.0,0.0761,0.0,185893000000,0.0307,0.0398,7.1291,7.7575,2343000000,0.0892,0.3596,4.5486,142094940800,5.4494,29.7768,-5.6288,6.6294,5.4494,0.1138,0.176,0.0437,0.0498,-6217000000,0.0,0.5907,-0.9542,-12.0695,0.2951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52048940800,138900000000,0.1693,0.232,0.0043,0.0818,0.0156,0.0176,0.085,0.9578,0.1119,4.1642,0.3292,0.2934,1.9961,10.9071,-2.0618,2.4283,1.9961,0.0596,0.08,12.648,0.0084,0.0079,0.0416,0.1865,0.1543,0.0288,0.02676936111714,0.0297,0.0259,-0.0038,-2569000.0,-0.0053,50.6212,26075000000,0.0548,0.3448,0.033,0.1727,FY2005.FQ1,1
13,0.25,2005-07-05,2005-05,97.5,467123000,23.6587,20.2016,25645000000,50.6617,0.0001,0.0,5.6421,5.249,0.0,0.0,0.0761,0.0,231589000000,0.0525,0.1788,8.7739,7.9425,1474000000,-0.1976,0.2991,2.9118,132631492500,5.1718,29.8048,-4.4624,6.4002,5.1718,0.0561,-0.2597,0.0422,0.0495,-1885000000,0.0,-1.7269,-0.3825,-3.7238,0.3046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45544492500,140883000000,-0.2712,0.1755,0.0314,0.2574,0.0155,0.0168,0.1461,1.8219,-0.285,2.4575,0.2524,0.2934,1.7759,10.2347,-1.5323,2.1977,1.7759,0.0548,-0.1261,9.7333,0.0072,0.0079,0.0369,0.1696,0.1676,0.0257,0.02676936111714,0.0267,0.0265,-0.0142,-11268000.0,-0.0235,50.6617,25645000000,0.0579,0.3345,0.0334,0.14,FY2005.FQ2,2
14,0.25,2005-10-05,2005-08,111.18,453560000,25.1632,20.4542,25857000000,52.3209,-0.1103,0.0,5.7835,5.3869,0.0,0.0,0.0761,0.0,244209000000,0.0595,0.3238,9.1783,8.0413,2615000000,0.6262,0.3537,5.2913,145136800800,5.613,27.9754,-6.5506,6.1841,5.613,0.0968,0.8678,0.0397,0.0488,-5887000000,0.0,0.5624,-0.7962,-11.9121,0.3276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50426800800,146988000000,0.8395,0.2187,0.0074,0.0427,0.0138,0.0156,0.0769,1.004,0.86,4.8664,0.3253,0.3142,1.9502,9.7198,-2.2759,2.1486,1.9502,0.0585,0.5909,14.9595,0.008,0.0082,0.0422,0.1957,0.1757,0.0291,0.02676936111714,0.0304,0.0281,-0.0213,-13563000.0,-0.029,52.3209,25857000000,0.0605,0.3756,0.0314,0.1315,FY2005.FQ3,3
15,0.25,2006-02-07,2005-11,128.96,437171000,25.2411,20.9429,26252000000,54.1055,1.3507,0.0,5.5433,5.474,0.0,0.0,0.0761,0.0,287287000000,0.0703,0.3836,10.2595,8.1608,2695000000,0.4,0.4208,5.5544,146123572160,5.5661,25.9729,-10.7514,5.7898,6.942,0.0933,0.4067,0.0396,0.0477,398000000,0.0,1.0487,0.0621,0.8202,0.3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56377572160,144965000000,0.3668,0.2548,-0.0151,-0.2025,0.0116,0.0155,0.0753,1.0734,0.4463,5.1092,0.3871,0.3225,2.1475,10.0208,-4.1481,2.2338,2.6783,0.0485,0.3817,13.1966,0.0081,0.0083,0.0454,0.206,0.1837,0.0309,0.02676936111714,0.0324,0.0288,-0.0422,-16389000.0,-0.0361,43.3821,21049000000,0.0573,0.3301,0.034,0.1165,FY2005.FQ4,4
16,0.25,2006-04-05,2006-02,141.29,431260000,26.2431,22.0255,27165000000,56.2073,0.188,0.0,5.9831,5.5412,0.0,0.0,0.0,0.0,498866000000,0.1174,1.6836,17.2528,8.3823,3908000000,0.6679,0.3745,8.086,169012725400,6.2217,25.6351,-6.1035,5.7968,6.2217,0.1442,0.7278,0.0381,0.0454,-20317000000,0.0,-2.2679,-1.9473,-42.038,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60932725400,166432000000,0.6395,0.2376,-0.0238,-0.0068,0.0078,0.0154,0.0492,0.6406,0.7198,7.6329,0.3535,0.3272,2.243,9.242,-2.2004,2.0898,2.243,0.1064,0.6013,21.587,0.0089,0.0085,0.0509,0.2316,0.186,0.0342,0.02676936111714,0.0358,0.0289,-0.0617,-5911000.0,-0.0135,56.2073,27165000000,0.0676,0.2728,0.0353,0.1089,FY2006.FQ1,1
17,0.35,2006-07-03,2006-05,150.95,431116000,25.1221,23.2607,29200000000,61.0495,-0.0397,0.0,5.9091,5.5683,0.0,0.0,0.0342,0.4,288749000000,0.0569,0.2468,9.0801,8.6298,3783000000,1.5664,0.3693,7.9092,182944960200,6.2652,22.7543,-4.4841,5.3073,6.2652,0.0972,1.7953,0.0398,0.043,-14992000000,0.0,-6.9533,-1.4639,-31.3443,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65076960200,180189000000,1.6728,0.2257,0.0203,-0.0733,0.0076,0.0148,0.0732,0.8324,1.8327,7.3677,0.3441,0.3272,2.2286,8.0941,-1.5951,1.8879,2.2286,0.0969,1.0785,21.4112,0.0103,0.0087,0.0573,0.2648,0.1869,0.0381,0.02676936111714,0.0394,0.0291,-0.0551,-144000.0,-0.0003,61.0495,29200000000,0.0706,0.2792,0.0392,0.2047,FY2006.FQ2,2
18,0.35,2006-10-04,2006-08,148.65,428910000,23.835,23.7469,30393000000,63.6635,0.4594,0.0,6.0309,5.6177,0.0,0.0,0.0342,0.0,296562000000,0.0519,0.2143,8.8544,8.8142,2613000000,-0.0007,0.3445,5.4733,183025471500,6.0219,22.8296,-3.6169,5.2804,6.0219,0.0268,0.003,0.0419,0.0421,-15691000000,0.0,-1.6653,-2.0689,-32.8676,0.3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63757471500,191932000000,-0.0142,0.2101,0.0358,0.224,0.0109,0.014,0.1073,2.9565,-0.0178,4.9476,0.3114,0.3272,2.0977,7.9527,-1.2599,1.8394,2.0977,0.0231,0.0258,15.886,0.01,0.0089,0.0529,0.2455,0.1915,0.0352,0.02676936111714,0.0366,0.0291,-0.0339,-2206000.0,-0.0051,63.6635,30393000000,0.0605,0.1923,0.0418,0.2588,FY2006.FQ3,3
19,0.35,2007-02-06,2006-11,194.8,412666000,23.4225,23.7469,32686000000,69.4707,-0.3867,0.0,6.1803,5.7128,0.0,0.0,0.0342,0.0,340854000000,0.0566,0.1864,9.5247,8.9673,5251000000,0.9484,0.5582,11.1604,223070336800,6.8246,23.3899,-4.1216,5.9224,8.2618,0.1101,0.9789,0.0426,0.0421,-3122000000,0.0,-8.8442,-0.3318,-6.6354,0.3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80387336800,214877000000,0.9313,0.335,0.0443,0.3938,0.0109,0.0127,0.0532,0.7649,1.0108,10.5951,0.5299,0.3366,2.4593,8.4289,-1.4852,2.1342,2.9773,0.0525,0.4691,19.9936,0.0116,0.0089,0.0578,0.2753,0.2009,0.0387,0.02676936111714,0.04,0.03,-0.0302,-16244000.0,-0.0378,57.3857,27000000000,0.06,0.1859,0.0445,0.2779,FY2006.FQ4,4
20,0.35,2007-04-04,2007-02,201.75,411317000,24.7288,24.2819,33800000000,71.6253,0.048,0.0,5.0621,5.7128,0.0,0.0,0.0342,0.0,326441000000,0.0587,-0.3456,8.8466,8.9673,5131000000,0.3129,0.403,10.873,208828204750,6.1783,20.3635,-4.315,5.2256,7.4034,0.1438,0.3129,0.0404,0.0411,-14590000000,0.0,0.2818,-1.1461,-30.9175,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82983204750,179907000000,0.2896,0.2511,0.0076,0.1191,0.0107,0.0113,0.0524,0.5626,0.3171,10.2966,0.3816,0.3488,2.4551,8.0919,-1.7147,2.0765,2.9419,0.106,0.2201,26.976,0.0117,0.0089,0.064,0.2821,0.2188,0.0426,0.02676936111714,0.0438,0.0325,-0.0235,-1349000.0,-0.0032,59.7732,28207000000,0.0648,0.2025,0.046,0.2761,FY2007.FQ1,1
21,0.35,2007-07-03,2007-05,230.82,407682000,19.9931,24.2819,44076000000,94.9709,0.0371,0.0,7.9174,5.8463,0.0,0.0,0.0342,0.0,638341000000,0.1188,1.2107,13.531,9.1292,3712000000,-0.0187,0.3645,7.9982,329854159240,7.4837,32.0994,-5.0748,8.2664,8.5503,0.0764,0.0313,0.05,0.0411,-31595000000,0.0,-1.1074,-3.103,-68.078,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94101159240,296490000000,0.009,0.2291,0.0177,0.4214,0.0081,0.0109,0.0709,1.1978,-0.0263,7.3928,0.3369,0.3405,2.1349,9.1573,-1.4477,2.3582,2.4392,0.0819,-0.0057,21.9392,0.011,0.0095,0.0531,0.2727,0.2386,0.0357,0.02676936111714,0.0366,0.0347,-0.0296,-3635000.0,-0.0088,83.1243,38578000000,0.059,0.1806,0.0652,0.4835,FY2007.FQ2,2
22,0.35,2007-10-10,2007-08,176.01,397675000,21.7757,24.2819,44925000000,98.2181,0.2575,0.0,5.5563,5.8463,0.0,0.0,0.0342,0.0,708011000000,0.143,1.3873,14.7425,9.3515,4542000000,0.7382,0.3682,9.93,208411776750,4.6391,18.0662,-3.0301,4.6673,5.283,0.0762,0.8803,0.0459,0.0411,-19472000000,0.0,-0.2409,-1.5787,-42.571,0.3298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69994776750,204700000000,0.7904,0.2313,0.0631,0.4027,0.0063,0.0108,0.057,0.7957,0.8031,9.3113,0.3453,0.3447,1.558,6.0675,-1.0176,1.5675,1.7743,0.0659,0.6263,26.9654,0.0115,0.0101,0.0544,0.2974,0.2552,0.0373,0.02676936111714,0.0386,0.0354,-0.0418,-10007000.0,-0.0245,86.2461,39449000000,0.0578,0.3099,0.0629,0.4338,FY2007.FQ3,3
23,0.35,2008-01-29,2007-11,226.64,390682000,26.1634,24.9255,39700000000,87.8512,0.6338,0.0,7.043,5.9461,0.0,0.4368,0.0342,0.0,462877000000,0.0717,0.3579,10.8148,9.8921,5386000000,0.0257,0.5014,11.9185,275736168480,6.9454,23.7724,-3.8573,5.9959,7.9674,0.151,0.0624,0.0382,0.0401,-5827000000,0.0,-0.8664,-0.5425,-12.8944,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88544168480,291159000000,0.0199,0.2993,-0.0151,-0.3008,0.0068,0.0094,0.0501,0.5054,0.014,11.1861,0.4706,0.3494,2.2303,7.6337,-1.2386,1.9254,2.5584,0.081,0.1418,23.7685,0.0107,0.0105,0.055,0.2831,0.2687,0.038,0.02676936111714,0.0395,0.0365,-0.0395,-6993000.0,-0.0175,76.5833,34608000000,0.0601,0.3359,0.0495,0.1959,FY2007.FQ4,4
24,0.35,2008-04-09,2008-02,169.63,394474000,23.6307,24.2819,47216000000,104.1146,0.8462,0.0,5.9176,5.9504,0.0,0.0,0.0342,0.0,308616000000,0.0236,-0.0546,6.1335,9.8921,2486000000,-0.5154,0.2982,5.4818,233674624620,4.949,23.5725,-2.9244,5.6182,5.5642,-0.0006,-0.5157,0.0423,0.0411,-23010000000,0.0,-0.5771,-2.7606,-50.7386,0.2949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66914624620,239549000000,-0.5273,0.1812,0.0198,0.1769,0.0107,0.0094,0.1083,-109.3864,-0.5589,4.7254,0.2571,0.3494,1.4172,6.7501,-0.8374,1.6088,1.5933,0.012,-0.3452,18.3792,0.0085,0.0105,0.0432,0.232,0.2687,0.0306,0.02676936111714,0.0317,0.0365,-0.0389,3792000.0,0.0097,92.6041,41996000000,0.0591,0.303,0.0657,0.3635,FY2008.FQ1,1
25,0.35,2008-07-07,2008-05,176.41,394203000,14.9277,23.7329,69794000000,155.9991,0.7206,0.3284,5.6501,5.9504,0.0,1.2829,0.0342,0.0,314028000000,0.0089,-0.508,4.308,9.3024,3143000000,-0.1532,0.3335,7.025,237811351230,3.4073,24.6003,-6.0214,5.8241,3.687,0.0326,-0.0709,0.0669,0.0421,8815000000,0.3631,1.2789,0.9355,19.7027,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69541351230,239446000000,-0.1054,0.2215,0.0555,0.1473,0.0137,0.0094,0.0764,2.2001,-0.1745,6.3299,0.3005,0.3447,0.9963,7.1936,-1.7608,1.7031,1.0781,0.0393,-0.0746,21.0594,0.0084,0.0105,0.0417,0.221,0.2687,0.0307,0.02676936111714,0.0321,0.0365,-0.0359,-271000.0,-0.0006,144.164,64499000000,0.044,0.1536,0.1003,0.5451,FY2008.FQ2,2
26,0.35,2008-10-08,2008-08,163.97,395442000,23.7236,23.6771,42499000000,94.8003,-0.0391,0.0,5.2856,5.9134,0.0,1.0624,0.0342,0.0,316602000000,-0.0444,-0.5528,6.9431,8.9673,1352000000,-0.7023,0.2237,3.0158,229047624740,5.3894,29.9095,-12.8031,6.6311,6.1462,-0.098,-0.7047,0.0421,0.0422,2132000000,0.0,1.1094,0.3528,4.7557,0.1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64840624740,228860000000,-0.7039,0.1398,0.0462,-0.1536,0.0129,0.0107,0.1933,-0.8635,-0.7745,2.1414,0.1588,0.3405,1.5256,8.467,-3.6244,1.8772,1.7399,-0.0531,-0.51,13.4798,0.007,0.0105,0.0327,0.1693,0.2687,0.0249,0.02676936111714,0.0261,0.0365,-0.0198,1239000.0,0.0031,83.1273,37266000000,0.036,0.0344,0.0466,-0.0505,FY2008.FQ3,3
27,0.35,2009-01-27,2008-11,78.99,461784000,13.7418,23.5266,47898000000,100.6895,0.5308,0.0,4.0323,5.7838,0.0,0.7985,0.0,0.0,354065000000,0.0206,-0.235,5.5005,8.8505,-3020000000,-1.5607,1.9138,-6.3485,206414318160,4.3094,88.895,-17201.1931,9.2887,4.8175,0.0,-1.712,0.0727,0.0425,12051000000,0.0,3.0681,-7.6368,25.3331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36476318160,243821000000,-1.6597,1.3441,0.0154,0.2593,0.0127,0.0108,-0.0704,0.0,-1.7119,-7.5656,2.2807,0.3411,0.7615,15.709,-3039.6931,1.6414,0.8513,0.0,-1.1469,-3.3172,0.0023,0.0103,0.007,0.0422,0.2591,0.0076,0.02676936111714,0.0079,0.0354,0.0526,66342000.0,0.1677,90.0693,42846000000,0.0102,-0.21,0.073,0.5039,FY2008.FQ4,4
28,0.467,2009-05-06,2009-03,106.02,503421000,14.5593,22.5991,47046000000,96.1692,7.2581,0.0,3.6682,5.6032,0.0,0.6506,0.0292,0.3342,454594000000,0.0436,0.473,7.1529,7.9998,3278000000,0.3185,0.3477,6.7007,136903694420,2.9099,52.1537,5.2766,5.8726,2.9099,0.0039,0.0495,0.0686,0.0443,2947000000,0.0,1.128,0.3126,6.0241,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53372694420,128127000000,0.2005,0.1924,0.0714,1.0052,0.0129,0.0108,0.1377,51.8959,0.2267,5.374,0.2789,0.3411,1.1344,20.3324,2.0571,2.2894,1.1344,0.0219,0.1307,19.2661,0.0029,0.0096,0.0081,0.041,0.2523,0.0084,0.02676936111714,0.0105,0.0332,0.0787,41637000.0,0.0901,96.1692,47046000000,0.0148,-0.2217,0.0661,0.263,FY2009.FQ1,1
29,0.35,2009-08-05,2009-06,147.44,510737000,14.1617,20.8844,55856000000,101.372,4.5141,0.0,3.6045,5.421,0.145,0.4044,0.0,-0.2505,431241000000,0.0238,0.3732,6.8654,7.048,5556000000,0.7677,0.4037,10.0834,190555063280,3.4115,47.9625,6.4376,6.8914,3.4115,-0.0283,0.0764,0.0706,0.0479,12470000000,0.0,0.4146,0.9061,22.6315,0.3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75303063280,150425000000,0.6459,0.2496,0.0701,0.599,0.0135,0.0117,0.0709,-6.6952,0.7757,9.127,0.3654,0.3411,1.3481,18.9537,2.544,2.7233,1.3481,0.0387,0.4605,24.9745,0.0043,0.0085,0.0149,0.0628,0.2265,0.0135,0.02676936111714,0.0196,0.0307,0.2315,7316000.0,0.0145,101.372,55856000000,0.0059,-0.1825,0.0578,-0.1382,FY2009.FQ2,2
30,0.35,2009-11-04,2009-09,184.35,513056000,13.4985,17.4604,58397000000,101.2255,4.4254,0.0,3.4929,5.421,0.0,0.4605,0.0,0.0,418164000000,0.025,0.3207,6.3984,6.9043,5167000000,2.8217,0.4176,8.9564,218331873600,3.7387,34.568,6.3509,6.4253,3.7387,-0.0236,1.9005,0.074,0.0585,6910000000,0.0,2.241,0.5585,11.9778,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94581873600,162305000000,2.7727,0.2576,0.0765,0.4889,0.0154,0.0128,0.0666,-6.3305,3.9937,8.3099,0.3874,0.3411,1.6196,14.9749,2.7512,2.7834,1.6196,-0.0028,1.0473,21.4456,0.0071,0.0078,0.0265,0.0985,0.1952,0.0216,0.02676936111714,0.0286,0.0278,0.2868,2319000.0000001,0.0045,101.2255,58397000000,-0.0033,-0.1845,0.0588,0.4332,FY2009.FQ3,3
31,0.35,2010-03-01,2009-12,168.84,515114000,12.0052,14.7435,63757000000,108.689,1.4327,0.0,3.4891,4.659,0.1179,0.4259,0.0,0.0,380693000000,-0.0503,0.0752,5.3835,6.6319,7771000000,3.5731,0.8082,13.2475,244968847760,3.8422,18.3017,5.168,5.4229,4.1635,0.0521,2.6498,0.0832,0.0678,25074000000,0.0,1.0806,2.6078,42.7446,0.3292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86971847760,208444000000,3.3328,0.5146,0.0473,0.9364,0.0185,0.0129,0.0426,1.2448,3.0497,12.5758,0.7672,0.3553,1.3641,6.4977,1.8348,1.9253,1.4781,-0.0057,7.0931,16.391,0.0154,0.0078,0.0572,0.1967,0.183,0.0438,0.02676936111714,0.0528,0.0278,0.2331,2058000.0,0.004,100.3017,58837000000,-0.0104,-0.0402,0.0413,0.0985,FY2009.FQ4,4
32,0.35,2010-05-10,2010-03,170.63,514191000,12.0712,14.3605,65987000000,111.8423,-0.3322,0.0,3.0324,3.8503,0.1055,-0.1364,0.0,0.0,409552000000,-0.0532,-0.099,5.6146,6.266,5534000000,0.6882,0.4331,9.3796,198033410330,3.001,13.1785,5.396,4.0812,3.001,-0.0091,0.6489,0.0828,0.0696,-7754000000,0.0,-3.6311,-0.6069,-13.1423,0.3301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87736410330,151081000000,0.9051,0.2705,0.0055,-0.2564,0.0175,0.0132,0.0626,-6.3606,0.9623,8.744,0.4038,0.3764,1.3296,5.8385,2.3906,1.8081,1.3296,0.0035,0.3554,21.6525,0.0173,0.0078,0.0648,0.2092,0.183,0.0491,0.02676936111714,0.0597,0.0278,0.206,-923000.0,-0.0017,111.8423,65987000000,-0.017,-0.0483,0.0426,0.1477,FY2010.FQ1,1
33,0.35,2010-08-09,2010-06,131.27,515487000,11.9642,13.9517,66862000000,115.1998,0.1714,0.0,2.9491,3.6364,0.0918,-0.1069,0.0,0.0,423883000000,-0.0087,-0.017,5.7421,5.9378,1888000000,-0.6601,0.2135,3.2529,157234978490,2.3516,12.8828,4.6204,3.606,2.3516,-0.1967,-0.8417,0.0835,0.0716,9800000000,0.0,-0.2141,1.1084,16.8849,0.5766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67667978490,128690000000,-0.8215,0.0693,0.0836,-0.2071,0.0155,0.0136,0.4487,-0.2817,-0.712,2.4948,0.1637,0.333,1.012,5.5442,1.9884,1.5519,1.012,-0.0192,-0.3575,15.2325,0.0138,0.0078,0.0568,0.1663,0.1678,0.0416,0.02676936111714,0.0572,0.0278,0.0533,1295999.9999999,0.0025,115.1998,66862000000,-0.0234,-0.0071,0.056,0.1752,FY2010.FQ2,2
34,0.35,2010-11-09,2010-09,144.58,511518000,12.0105,13.6201,68700000000,117.8994,0.3387,0.0,3.0277,3.5487,0.0361,-0.0939,0.0,0.0,440116000000,0.0361,0.0524,5.8172,5.7797,3169000000,-0.3866,0.3559,5.4384,170754272440,2.4855,15.644,6.2403,4.2546,2.4855,-0.008,-0.4323,0.0832,0.0734,243000000,0.0,-0.9648,0.0272,0.417,0.3247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73955272440,140748000000,-0.4046,0.2131,0.0172,-0.3325,0.0137,0.0137,0.1174,-8.4446,-0.4136,4.824,0.3157,0.3405,1.0764,6.7755,2.7027,1.8427,1.0764,0.0066,-0.2803,15.2788,0.0121,0.0078,0.05,0.146,0.1561,0.0366,0.02676936111714,0.0521,0.0278,0.01,-3968999.9999999,-0.0076,117.8994,68700000000,-0.0265,0.03,0.0416,0.1576,FY2010.FQ3,3
35,0.35,2011-03-01,2010-12,168.16,507531000,11.781,12.7849,70399000000,119.7261,0.039,0.0,3.3887,3.491,0.0271,-0.0215,0.0,0.0,396741000000,0.0236,0.0421,5.1287,5.7797,4205000000,-0.4588,0.4865,7.1513,235331412960,3.3428,28.1699,-36.1381,6.0093,3.6273,-0.0187,-0.5378,0.0848,0.0784,-8801000000,0.0,-1.351,-1.0183,-14.9676,0.3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85346412960,222356000000,-0.5175,0.2762,0.0046,-0.2432,0.0131,0.0136,0.0923,-5.4471,-0.529,5.9081,0.4019,0.3764,1.2123,10.2162,-13.106,2.1793,1.3155,-0.0086,-0.1011,14.6972,0.0091,0.0081,0.0357,0.1091,0.1276,0.0259,0.02676936111714,0.0323,0.0254,0.0023,-3987000.0,-0.0077,110.335,64877000000,-0.0175,0.0734,0.0059,0.0939,FY2010.FQ4,4
36,0.35,2011-05-10,2011-03,158.6,517917000,12.8784,12.4748,69369000000,118.9862,-0.3912,-0.0313,3.6491,3.491,0.0291,0.0077,0.0,0.0,417489000000,0.028,0.0193,5.7609,5.7515,4634000000,-0.1626,0.3896,7.9485,250165636200,3.6063,32.7742,87.0444,6.5351,3.9008,-0.0147,-0.7209,0.0776,0.0802,1632000000,-0.0263,1.2104,0.1372,2.7993,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82141636200,221770000000,-0.2086,0.2299,0.018,-0.0423,0.0133,0.0136,0.2243,-7.2937,-0.2169,6.9296,0.3396,0.3764,1.1841,10.7613,28.5809,2.1458,1.2808,0.07,-0.0689,20.4013,0.0082,0.0087,0.0312,0.1018,0.1055,0.0225,0.02676936111714,0.0257,0.0242,-0.0118,10386000.0,0.0204,110.0017,64131000000,-0.0146,0.0599,0.0474,-0.0065,FY2011.FQ1,1
37,0.35,2011-08-09,2011-06,133.09,507856000,12.9486,12.4748,69256000000,121.6084,-0.4896,-0.0149,3.6801,3.491,0.035,0.0534,0.0,0.0,416038000000,0.0162,-0.0185,5.7498,5.7554,1984000000,0.0508,0.2724,3.4837,231887555040,3.3482,28.6033,64.2347,6.315,3.6193,0.0,1.3717,0.0772,0.0802,10536000000,-0.0133,0.0751,1.447,18.5004,0.3256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67590555040,220851000000,0.7732,0.1492,0.0446,-0.1272,0.0125,0.0136,0.1891,0.0,0.1132,2.8305,0.2213,0.3525,0.9759,8.3373,18.7231,1.8407,1.0549,0.0,-0.1764,12.7848,0.0086,0.0089,0.0316,0.1119,0.1105,0.024,0.02676936111714,0.0276,0.0249,-0.0187,-10061000.0,-0.0194,112.5004,64069000000,0.0057,0.0608,0.0117,-0.0198,FY2011.FQ2,2
38,0.35,2011-11-09,2011-09,94.55,492623000,13.5388,12.4748,66988000000,129.2705,-0.4995,0.0,3.8851,3.491,-0.0062,0.0872,-0.0284,0.0,415662000000,-0.0089,-0.0555,5.9305,5.7554,-341000000,-1.1076,-0.095,-0.658,220046504650,3.2848,37.8346,-30.1557,7.0069,3.5763,0.0,-1.2818,0.0738,0.0802,-10664000000,0.0,-44.8847,-2.9729,-20.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46577504650,228098000000,-1.207,-0.1095,-0.0335,0.2021,0.0131,0.0136,-0.4166,0.0,-1.2596,-1.4087,-0.2035,0.3525,0.6953,8.0085,-6.3831,1.4831,0.757,-0.092,-0.5971,6.922,0.0061,0.0089,0.022,0.0816,0.1105,0.017,0.02676936111714,0.0196,0.0249,-0.1106,-15233000.0,-0.0299,118.736,61529000000,0.0025,0.0442,0.0098,-0.0736,FY2011.FQ3,3
