,dividends,original_filing_date,period_end_date,period_end_price,shares_eop,assets_to_equity,assets_to_equity_median,book_value,book_value_per_share,cash_and_equiv_growth,cf_cfo_cagr_10,debt_to_equity,debt_to_equity_median,deposits_cagr_10,deposits_growth,dividends_per_share_cagr_10,dividends_per_share_growth,earning_assets,earning_assets_cagr_10,earning_assets_growth,earning_assets_to_equity,earning_assets_to_equity_median,ebitda,ebitda_growth,ebitda_margin,ebitda_per_share,enterprise_value,enterprise_value_to_book,enterprise_value_to_earnings,enterprise_value_to_fcf,enterprise_value_to_sales,enterprise_value_to_tangible_book,eps_diluted_cagr_10,eps_diluted_growth,equity_to_assets,equity_to_assets_median,fcf,fcf_cagr_10,fcf_growth,fcf_margin,fcf_per_share,income_tax_rate,loan_loss_reserve_to_loans,loan_loss_reserve_to_loans_median,loans_gross_cagr_10,loans_gross_growth,loans_net_growth,loans_to_deposits,loans_to_deposits_median,market_cap,net_debt,net_income_growth,net_income_margin,net_interest_income_cagr_10,net_interest_income_growth,net_interest_margin,nim_median,payout_ratio,peg_ratio,pretax_income_growth,pretax_income_per_share,pretax_margin,pretax_margin_median,price_to_book,price_to_earnings,price_to_fcf,price_to_sales,price_to_tangible_book,revenue_cagr_10,revenue_growth,revenue_per_share,roa,roa_median,roce,roe,roe_median,roic,roic_5yr_avg,roic_legacy,roic_median,shares_diluted_growth,shares_eop_change,shares_eop_growth,tangible_book_per_share,tangible_book_value,total_assets_cagr_10,total_assets_growth,total_equity_cagr_10,total_equity_growth,fiscal_quarter_key,fiscal_quarter_number
39,0.35,2012-02-28,2011-12,90.43,485468000,13.1179,12.4748,67279000000,127.4706,0.4076,0.0458,3.709,3.491,0.0106,0.1954,0.0,0.0,420214000000,-0.0025,0.0591,5.9707,5.7554,1761000000,-0.5812,0.2911,3.3364,170706871240,2.5372,38.4301,7.9788,5.925,2.7617,-0.0938,-0.5145,0.0762,0.0802,19891000000,0.0478,3.26,3.2883,37.6866,0.1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43900871240,205029000000,-0.5756,0.1674,-0.063,-0.204,0.0124,0.0135,0.1902,-1.053,-0.641,2.3626,0.2061,0.3277,0.6525,9.8831,2.0519,1.5237,0.7102,-0.0789,-0.3,11.4607,0.0047,0.0089,0.0161,0.0632,0.1105,0.0131,0.02676936111714,0.0154,0.0249,-0.1023,-7155000.0,-0.0145,117.1106,61811000000,0.0037,0.013,0.0114,-0.0901,FY2011.FQ4,4
40,0.35,2012-05-10,2012-03,124.37,495211000,13.2707,12.4748,68556000000,129.5464,0.3386,-0.0642,3.537,3.5131,0.0183,0.3136,0.0,0.0,442644000000,0.0057,0.0602,6.1773,5.7554,3614000000,-0.2201,0.3632,6.8291,209182392070,3.0512,54.8171,9.0312,7.7861,3.3105,-0.0287,1.5128,0.0753,0.0802,3399000000,-0.0684,1.0827,0.3416,6.4229,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61589392070,196314000000,-0.2288,0.2119,-0.0529,-0.2776,0.0111,0.0132,0.0892,-5.6058,-0.2126,6.0109,0.3197,0.3177,0.8983,16.1397,2.659,2.2924,0.9747,-0.0215,-0.1635,18.8,0.004,0.0089,0.014,0.0537,0.1105,0.0116,0.02676936111714,0.014,0.0249,-0.0922,9743000.0,0.02,119.399,63186000000,0.0075,0.0189,0.0092,-0.0112,FY2012.FQ1,1
41,0.46,2012-08-09,2012-06,95.86,480991000,13.0209,12.9135,68005000000,130.7034,0.2967,-0.1283,3.1448,3.4629,0.0381,0.4695,0.0277,0.3142,446109000000,0.0159,0.0722,6.1232,5.789,1824000000,-0.0806,0.2752,3.5056,183122797260,2.6927,49.6133,9.6624,6.9862,2.925,-0.1416,-0.0378,0.0767,0.0774,6326000000,-0.1286,-0.3995,0.9545,12.1583,0.3201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46107797260,170207000000,-0.1149,0.1451,-0.0472,-0.2285,0.0101,0.0131,0.2584,-0.8818,-0.1222,2.7195,0.2135,0.2685,0.678,12.4919,2.4328,1.759,0.7364,-0.0365,-0.0898,12.7368,0.0038,0.0084,0.0139,0.051,0.1055,0.0117,0.02676936111714,0.0144,0.0232,-0.0863,-14220000.0,-0.0287,120.3248,62605000000,0.0111,0.0125,0.0029,0.0068,FY2012.FQ2,2
42,0.46,2012-11-08,2012-09,113.68,471431000,12.6517,12.9135,69676000000,136.3789,0.4396,0.0,3.3186,3.4629,0.0481,0.4719,0.0277,0.0,478932000000,0.0157,0.1522,6.3835,5.8739,2694000000,8.9002,0.3225,5.273,187224276080,2.687,33.4568,5.9909,6.0441,2.9081,-0.0651,4.3928,0.079,0.0774,1635000000,0.0,1.1533,0.1957,3.2002,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53592276080,180903000000,4.8473,0.181,-0.0514,-0.3834,0.0085,0.0128,0.1614,-1.47,4.1479,4.4979,0.2751,0.2482,0.7691,9.5768,1.7148,1.7301,0.8324,-0.0416,1.3281,16.3456,0.0058,0.0072,0.0219,0.0763,0.0917,0.018,0.02676936111714,0.0224,0.0202,-0.014,-9560000.0,-0.0198,126.0129,64380000000,0.0075,0.0003,0.0028,0.0704,FY2012.FQ3,3
43,0.5,2013-03-01,2012-12,127.56,465148000,12.3957,12.9135,69516000000,137.9012,0.2974,-0.2181,3.2354,3.4629,0.0659,0.5208,0.0363,0.0869,479680000000,0.0124,0.1415,6.3352,5.9506,4813000000,1.7331,0.5211,9.5477,164295278880,2.3634,21.9793,13.729,4.8091,2.5504,0.2178,2.0434,0.0806,0.0774,607000000,-0.2428,-0.9694,0.0657,1.2041,0.3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59334278880,172310000000,1.8548,0.3131,-0.0496,-0.0863,0.008,0.0124,0.0892,0.3642,2.4587,8.5558,0.4669,0.2954,0.8535,7.9376,4.9581,1.7367,0.921,0.0043,0.5268,18.3217,0.0079,0.007,0.029,0.1,0.0908,0.0233,0.02676936111714,0.0296,0.0202,-0.0449,-6283000.0,-0.0133,127.7861,64417000000,0.006,0.0166,0.0025,0.0758,FY2012.FQ4,4
44,0.5,2013-05-09,2013-03,147.15,460782000,12.4206,12.9135,71028000000,139.3252,0.1084,0.0,3.0875,3.4629,0.0657,0.4287,0.0363,0.0,450726000000,0.0023,0.0182,5.8363,5.9506,3675000000,0.0168,0.3642,7.2087,201940071300,2.8431,26.4804,74.352,5.8867,3.0437,0.0371,0.0943,0.0805,0.0774,-5852000000,0.0,-2.7216,-0.5799,-11.479,0.3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67804071300,175116000000,0.0715,0.2239,-0.0196,-0.057,0.0082,0.0117,0.1165,2.396,0.0603,6.6163,0.3342,0.2974,0.9546,8.8911,24.9646,1.9765,1.0219,0.0125,0.0141,19.792,0.008,0.007,0.0292,0.0997,0.0906,0.0239,0.02676936111714,0.0304,0.0202,-0.0366,-4366000.0,-0.0093,130.1392,66345000000,0.0054,0.0087,0.002,0.0777,FY2013.FQ1,1
45,0.5,2013-08-08,2013-06,151.25,450481000,12.0248,12.9135,70843000000,140.701,0.2288,0.0,2.9736,3.4278,0.0604,0.2106,0.0363,0.0,428559000000,0.0077,-0.0393,5.4913,5.9506,2911000000,0.5959,0.338,5.7815,166348251250,2.3481,19.354,21.9456,4.5839,2.5071,-0.0024,1.0786,0.0831,0.0774,11190000000,0.0,0.7688,1.2993,22.2244,0.2699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68135251250,159673000000,1.0072,0.2242,-0.047,-0.2422,0.008,0.0106,0.1351,-33.0244,0.8692,5.2532,0.3071,0.2911,0.9617,7.9273,8.9888,1.8775,1.0269,-0.0003,0.2995,17.1042,0.009,0.007,0.0328,0.1107,0.0906,0.0274,0.02676936111714,0.035,0.0202,-0.0322,-10301000.0,-0.0223,131.7755,66349000000,0.0029,-0.0107,0.0008,0.0712,FY2013.FQ2,2
46,0.5,2013-11-07,2013-09,158.21,441499000,11.8947,12.8001,70416000000,141.8533,0.0288,0.0,3.0321,3.277,0.0633,0.1632,0.0363,0.0,389735000000,-0.0068,-0.1862,5.0213,5.9506,2447000000,-0.0916,0.364,4.9294,181219556790,2.5735,21.072,74.6066,5.2284,2.7474,0.0632,0.0105,0.084,0.0781,-3516000000,0.0,-3.1504,-0.523,-7.0829,0.2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69849556790,169869000000,0.0033,0.2256,-0.0469,0.0047,0.0087,0.0094,0.1736,1.2845,-0.057,4.3654,0.3223,0.2911,0.9919,8.122,28.7565,2.0152,1.059,-0.0554,-0.195,13.5414,0.0092,0.007,0.0327,0.1104,0.0906,0.0276,0.02676936111714,0.0354,0.0206,-0.0283,-8982000.0,-0.0199,132.8726,65958000000,-0.001,-0.0273,0.0068,0.0345,FY2013.FQ3,3
47,0.55,2014-02-28,2013-12,177.26,446359000,11.6164,12.5361,71267000000,145.7999,-0.1587,-0.1436,2.9432,3.1901,0.0614,0.0097,0.0462,0.1,415288000000,-0.0001,-0.1342,5.2925,5.9506,4026000000,-0.1635,0.4584,8.2364,186954596340,2.6232,23.253,47.9493,5.4655,2.7949,0.0953,-0.1785,0.086,0.0797,2077000000,-0.1498,2.4217,0.2365,4.2491,0.3434,0.0092,0.0,0.0,0.0,0.0,0.2123,0.0,79121596340,169815000000,-0.1936,0.2655,-0.0551,-0.1767,0.0084,0.0086,0.1195,1.0319,-0.1764,7.2667,0.4044,0.3134,1.1102,9.8409,20.2927,2.313,1.1828,0.0189,-0.0491,17.9664,0.0087,0.007,0.0306,0.103,0.0906,0.0258,0.02676936111714,0.0324,0.0206,-0.0303,4860000.0,0.011,136.8473,66891000000,-0.0027,-0.0288,0.0081,0.0363,FY2013.FQ4,4
48,0.55,2014-05-09,2014-03,163.85,448032000,11.5761,12.4081,71899000000,148.3677,-0.0706,0.0,3.002,3.1162,0.055,-0.0168,0.0462,0.0,391391000000,-0.0059,-0.1316,4.9481,5.9035,3411000000,-0.0718,0.3656,7.0387,187510043200,2.6079,23.9997,34.9115,5.6066,2.7815,0.0,-0.0629,0.0863,0.0805,-4380000000,0.0,0.2515,-0.4695,-9.0383,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73410043200,178604000000,-0.1004,0.2179,-0.0264,0.121,0.0086,0.0086,0.1368,0.0,-0.1043,6.234,0.3238,0.321,1.021,9.3958,13.6678,2.195,1.0889,0.1002,-0.0755,19.2488,0.0085,0.0079,0.0296,0.0991,0.0994,0.0249,0.02676936111714,0.0308,0.0236,-0.0494,1673000.0,0.0037,139.1106,67413000000,-0.0035,-0.0454,0.0121,0.0242,FY2014.FQ1,1
49,0.55,2014-08-07,2014-06,167.44,440735000,10.5344,12.2102,72429000000,152.1937,-0.2129,-0.3048,2.9218,3.0598,0.048,0.0627,0.0462,0.0,402789000000,-0.0042,-0.0601,4.9343,5.6638,3115000000,0.07,0.3413,6.5454,190823668400,2.6346,24.0969,-34.86,5.6195,2.8078,0.0834,0.1081,0.0949,0.0819,345000000,-0.3333,-0.9691,0.0378,0.7249,0.2779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73796668400,181521000000,0.0548,0.2232,-0.0062,0.2106,0.0092,0.0086,0.1341,1.1171,0.0665,5.9277,0.3091,0.321,1.0188,9.3189,-13.4813,2.1732,1.0858,0.0419,0.0595,19.1741,0.0089,0.0082,0.0295,0.0985,0.0994,0.0248,0.02676936111714,0.0304,0.0244,-0.0548,-7297000.0,-0.0162,142.8031,67960000000,-0.007,-0.0836,0.0149,0.0459,FY2014.FQ2,2
50,0.55,2014-11-05,2014-09,183.57,435734000,10.5613,11.9598,73075000000,155.7438,-0.173,0.0,2.9184,3.0171,0.0435,0.0891,0.0462,0.0,379476000000,-0.0152,-0.0263,4.6122,5.3919,3606000000,0.4736,0.4299,7.6854,198816690380,2.7207,23.0032,-18.066,5.5812,2.8944,0.0154,0.5868,0.0946,0.0836,-9047000000,0.0,-1.573,-1.0786,-19.2817,0.3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79987690380,185968000000,0.4772,0.2671,0.0067,0.2488,0.0099,0.0086,0.1203,5.9859,0.5251,7.0439,0.394,0.3231,1.0945,9.2546,-7.2683,2.2454,1.1644,-0.0169,0.2476,17.8751,0.0099,0.0086,0.0319,0.1054,0.0998,0.0269,0.02676936111714,0.0325,0.0249,-0.0547,-5001000.0,-0.0113,146.3959,68689000000,-0.0089,-0.0588,0.0139,0.06,FY2014.FQ3,3
51,0.6,2015-02-23,2014-12,193.83,430259000,10.3366,11.7555,73597000000,158.8538,-0.0577,-0.0321,2.8442,2.9878,0.0375,0.1705,0.0269,0.0909,399014000000,-0.011,-0.0391,4.8191,5.1569,3562000000,-0.1152,0.4633,7.6883,201191101970,2.7336,23.7337,-23.4488,5.8268,2.8974,0.0942,-0.0478,0.0967,0.085,4502000000,-0.0334,1.1675,0.5855,9.7172,0.3252,0.0078,0.0,0.0,0.94,0.9427,0.3519,0.0,83397101970,177893000000,-0.0711,0.2817,-0.0125,0.1997,0.0103,0.0086,0.1369,1.0441,-0.0962,6.9285,0.4175,0.329,1.1331,9.838,-9.7199,2.4153,1.201,0.0149,-0.1245,16.5939,0.0098,0.0088,0.0308,0.1027,0.1013,0.0264,0.02676936111714,0.032,0.0253,-0.0521,-5475000.0,-0.0125,149.8748,69437000000,-0.0102,-0.061,0.0128,0.0551,FY2014.FQ4,4
52,0.6,2015-05-05,2015-03,187.97,432093000,10.1666,11.5963,75927000000,164.0246,0.0725,0.1417,2.7379,2.9584,0.0341,0.2045,0.0269,0.0,421914000000,-0.0125,0.0779,4.9562,4.9888,4153000000,0.2175,0.3924,8.9717,192466521210,2.5348,20.722,85.6548,5.3787,2.6827,0.0762,0.4776,0.0983,0.0862,6447000000,0.147,2.4719,0.6091,13.9274,0.277,0.0069,0.0,0.0,0.0,0.0,0.3816,0.0,81220521210,169947000000,0.3989,0.2687,0.0027,-0.1716,0.0094,0.0086,0.101,1.1475,0.3022,8.4985,0.3717,0.353,1.0697,8.7446,36.1462,2.2698,1.1321,0.0239,0.1345,22.8623,0.0107,0.0089,0.0329,0.1106,0.1028,0.0291,0.02676936111714,0.036,0.0261,-0.0447,1834000.0,0.0042,154.9816,71741000000,-0.0091,-0.0548,0.0127,0.0762,FY2015.FQ1,1
53,0.65,2015-08-03,2015-06,208.79,432768000,9.8099,11.0687,76454000000,165.6282,0.0677,0.0,2.7583,2.9325,0.0241,0.2076,0.0265,0.0833,402979000000,-0.0172,0.0004,4.5973,4.9522,1991000000,-0.3608,0.2195,4.3132,212669630720,2.7816,25.6259,-33.7678,5.9526,2.9419,-0.0987,-0.517,0.1019,0.0905,-8200000000,0.0,-24.7681,-0.9041,-17.7642,0.3928,0.007,0.0,0.0,0.0,0.0,0.4341,0.0,90357630720,180937000000,-0.4855,0.1155,-0.0376,-0.337,0.0085,0.0086,0.3282,-1.1026,-0.3881,3.7391,0.1903,0.329,1.1818,10.8877,-14.347,2.5291,1.2499,-0.0018,-0.0061,19.6468,0.0096,0.0091,0.0295,0.096,0.1028,0.0256,0.02676936111714,0.0316,0.0261,-0.03,675000.0,0.0015,156.6031,72288000000,-0.0087,0.0,0.0147,0.0738,FY2015.FQ2,2
54,0.65,2015-11-03,2015-09,173.76,427904000,10.0402,10.5478,76503000000,166.8185,0.2109,0.0,2.7797,2.9201,0.0232,0.1732,0.0265,0.0,398584000000,-0.0122,0.0503,4.5447,4.9412,2268000000,-0.371,0.3305,4.9454,197057599040,2.5758,26.3305,54.9979,5.7617,2.7242,-0.0384,-0.3654,0.0995,0.0948,834000000,0.0,1.0921,0.1215,1.8185,0.303,0.0078,0.0034,0.0,0.0,0.0,0.4649,0.1061,74352599040,178216000000,-0.3636,0.2078,-0.0093,-0.1973,0.0082,0.0086,0.2241,-2.5871,-0.3809,4.4614,0.2982,0.3231,0.9718,9.9348,20.7514,2.1739,1.0278,-0.0378,-0.1819,14.9607,0.0086,0.0091,0.0259,0.0853,0.1028,0.0226,0.02676936111714,0.028,0.0261,-0.0225,-4864000.0,-0.0112,157.73,72335000000,-0.0085,0.0133,0.0128,0.0659,FY2015.FQ3,3
55,0.65,2016-02-22,2015-12,180.23,419481000,9.9321,10.4355,75528000000,167.2083,0.6222,-0.0194,2.8072,2.8813,0.0346,0.1766,0.0265,0.0,452762000000,0.0055,0.1347,5.2204,4.9412,1357000000,-0.619,0.1874,3.0042,168607060630,2.2323,27.7177,21.4077,4.9954,2.3621,-0.1014,-0.71,0.1006,0.0958,8795000000,-0.0237,0.9535,1.2149,19.4708,0.2863,0.009,0.007,0.0,0.571,0.5691,0.4698,0.2821,75603060630,150024000000,-0.6468,0.1056,-0.0164,-0.2715,0.0071,0.0086,0.5118,-1.2255,-0.666,2.3732,0.148,0.3231,1.0009,12.4285,9.5991,2.2399,1.0591,-0.0172,-0.0584,16.0261,0.0069,0.009,0.0206,0.0697,0.1009,0.0183,0.02676936111714,0.0242,0.0257,-0.025,-8423000.0,-0.0196,158.0252,71380000000,-0.0085,0.0064,0.0106,0.0474,FY2015.FQ4,4
56,0.65,2016-05-06,2016-03,156.98,417572000,10.1113,10.2516,75634000000,169.0523,0.254,0.0,2.9198,2.8813,0.0389,0.2183,0.0265,0.0,414484000000,0.0061,-0.0176,4.7731,4.8767,1815000000,-0.5629,0.2863,4.0567,178095452560,2.3547,40.7168,-120.6608,6.0357,2.4909,-0.0071,-0.5488,0.0988,0.0975,-2905000000,0.0,-1.4505,-0.4583,-6.493,0.2798,0.0101,0.0074,0.0,0.4738,0.4692,0.4616,0.3667,65550452560,174385000000,-0.6009,0.179,0.005,0.0279,0.0071,0.0086,0.2425,-20.8971,-0.5993,3.5225,0.2486,0.3165,0.8666,14.9863,-44.4108,2.2215,0.9168,-0.0058,-0.4011,14.1662,0.005,0.0088,0.0147,0.0504,0.0988,0.013,0.02676936111714,0.0175,0.0252,-0.0334,-1909000.0,-0.0045,159.8077,71498000000,-0.005,0.0145,0.0112,0.02,FY2016.FQ1,1
