Underlying,Description,Margin Type,Instrument Type,Quantity,Exp Date,DTE,Strike Price,Call/Put,Requirement,BP Usage %,Initial Requirement,Maintenance
SPY,SPY Total,,,,,,,,$670.00,5.3%,"$1,100.00","$1,100.00"
SPY,SPY  Subtotal,,,,,,,,$670.00,5.3%,"$1,100.00","$1,100.00"
Spread,SPY   230428P00392500,,Equity Option,2,Apr 28,35d,392.5,Put
Spread,SPY   230428P00395000,,Equity Option,1,Apr 28,35d,395,Put
Spread,SPY   230428P00397000,,Equity Option,-3,Apr 28,35d,397,Put
TAN,TAN Total,,,,,,,,$251.45,2.0%,$300.00,$300.00
TAN,TAN  Subtotal,,,,,,,,$170.00,1.3%,$200.00,$200.00
Spread,TAN   230519C00084000,,Equity Option,-1,May 19,56d,84,Call
Spread,TAN   230519C00086000,,Equity Option,1,May 19,56d,86,Call
TAN,TAN  Subtotal,,,,,,,,$81.45,0.6%,$100.00,$100.00
Spread,TAN   230421P00066000,,Equity Option,1,Apr 21,28d,66,Put
Spread,TAN   230421P00067000,,Equity Option,-1,Apr 21,28d,67,Put
Spread,TAN   230421C00087000,,Equity Option,-1,Apr 21,28d,87,Call
Spread,TAN   230421C00088000,,Equity Option,1,Apr 21,28d,88,Call
TLT,TLT Total,,,,,,,,$175.00,1.4%,$200.00,$200.00
TLT,TLT  Subtotal,,,,,,,,$86.00,0.7%,$100.00,$100.00
Spread,TLT   230519P00097000,,Equity Option,1,May 19,56d,97,Put
Spread,TLT   230519P00098000,,Equity Option,-1,May 19,56d,98,Put
TLT,TLT  Subtotal,,,,,,,,$89.00,0.7%,$100.00,$100.00
Spread,TLT   230428P00098000,,Equity Option,1,Apr 28,35d,98,Put
Spread,TLT   230428P00099000,,Equity Option,-1,Apr 28,35d,99,Put
TMUS,TMUS Total,,,,,,,,$415.00,3.3%,$500.00,$500.00
TMUS,TMUS  Subtotal,,,,,,,,$415.00,3.3%,$500.00,$500.00
Spread,TMUS  230519C00155000,,Equity Option,-1,May 19,56d,155,Call
Spread,TMUS  230519C00160000,,Equity Option,1,May 19,56d,160,Call
UNG,UNG Total,,,,,,,,$172.00,1.4%,$200.00,$200.00
UNG,UNG  Subtotal,,,,,,,,$172.00,1.4%,$200.00,$200.00
Spread,UNG   230519C00009000,,Equity Option,-1,May 19,56d,9,Call
Spread,UNG   230519C00011000,,Equity Option,1,May 19,56d,11,Call
UUP,UUP Total,,,,,,,,$110.00,0.9%,$0.00,$0.00
UUP,UUP  Subtotal,,,,,,,,$110.00,0.9%,$0.00,$0.00
Spread,UUP   230421P00027000,,Equity Option,-2,Apr 21,28d,27,Put
Spread,UUP   230421P00028500,,Equity Option,2,Apr 21,28d,28.5,Put
UVXY,UVXY Total,,,,,,,,$685.00,5.4%,$0.00,$0.00
UVXY,UVXY  Subtotal,,,,,,,,$471.00,3.7%,$0.00,$0.00
Spread,UVXY  230519P00004000,,Equity Option,-3,May 19,56d,4,Put
Spread,UVXY  230519P00005000,,Equity Option,1,May 19,56d,5,Put
Spread,UVXY  230519P00007000,,Equity Option,2,May 19,56d,7,Put
UVXY,UVXY  Subtotal,,,,,,,,$214.00,1.7%,$0.00,$0.00
Spread,UVXY  230421P00004000,,Equity Option,-2,Apr 21,28d,4,Put
Spread,UVXY  230421P00004500,,Equity Option,-5,Apr 21,28d,4.5,Put
Spread,UVXY  230421P00005000,,Equity Option,7,Apr 21,28d,5,Put
VNQ,VNQ Total,,,,,,,,$495.00,3.9%,$600.00,$600.00
VNQ,VNQ  Subtotal,,,,,,,,$495.00,3.9%,$600.00,$600.00
Spread,VNQ   230519C00085000,,Equity Option,-3,May 19,56d,85,Call
Spread,VNQ   230519C00086000,,Equity Option,2,May 19,56d,86,Call
Spread,VNQ   230519C00087000,,Equity Option,1,May 19,56d,87,Call
Spread,VNQ   230519C00088000,,Equity Option,-1,May 19,56d,88,Call
Spread,VNQ   230519C00090000,,Equity Option,1,May 19,56d,90,Call
WM,WM Total,,,,,,,,$392.50,3.1%,$500.00,$500.00
WM,WM  Subtotal,,,,,,,,$392.50,3.1%,$500.00,$500.00
Spread,WM    230421C00160000,,Equity Option,-1,Apr 21,28d,160,Call
Spread,WM    230421C00165000,,Equity Option,1,Apr 21,28d,165,Call
WMT,WMT Total,,,,,,,,$152.00,1.2%,$200.00,$200.00
WMT,WMT  Subtotal,,,,,,,,$152.00,1.2%,$200.00,$200.00
Spread,WMT   230414C00146000,,Equity Option,-1,Apr 14,21d,146,Call
Spread,WMT   230414C00148000,,Equity Option,1,Apr 14,21d,148,Call
XLB,XLB Total,,,,,,,,$80.00,0.6%,$100.00,$100.00
XLB,XLB  Subtotal,,,,,,,,$80.00,0.6%,$100.00,$100.00
Spread,XLB   230421P00069000,,Equity Option,1,Apr 21,28d,69,Put
Spread,XLB   230421P00070000,,Equity Option,-1,Apr 21,28d,70,Put
Spread,XLB   230421C00085000,,Equity Option,-1,Apr 21,28d,85,Call
Spread,XLB   230421C00086000,,Equity Option,1,Apr 21,28d,86,Call
XLC,XLC Total,,,,,,,,$52.50,0.4%,$100.00,$100.00
XLC,XLC  Subtotal,,,,,,,,$52.50,0.4%,$100.00,$100.00
Spread,XLC   230421P00048000,,Equity Option,1,Apr 21,28d,48,Put
Spread,XLC   230421P00049000,,Equity Option,-1,Apr 21,28d,49,Put
Spread,XLC   230421C00058000,,Equity Option,-1,Apr 21,28d,58,Call
Spread,XLC   230421C00059000,,Equity Option,1,Apr 21,28d,59,Call
XLE,XLE Total,,,,,,,,$186.50,1.5%,$200.00,$200.00
XLE,XLE  Subtotal,,,,,,,,$186.50,1.5%,$200.00,$200.00
Spread,XLE   230421C00087000,,Equity Option,-1,Apr 21,28d,87,Call
Spread,XLE   230421C00089000,,Equity Option,1,Apr 21,28d,89,Call
XLI,XLI Total,,,,,,,,"$1,080.00",8.5%,"$1,400.00","$1,400.00"
XLI,XLI  Subtotal,,,,,,,,"$1,080.00",8.5%,"$1,400.00","$1,400.00"
Spread,XLI   230519C00103000,,Equity Option,-8,May 19,56d,103,Call
Spread,XLI   230519C00104000,,Equity Option,2,May 19,56d,104,Call
Spread,XLI   230519C00105000,,Equity Option,6,May 19,56d,105,Call
XLP,XLP Total,,,,,,,,$148.00,1.2%,$200.00,$200.00
XLP,XLP  Subtotal,,,,,,,,$84.00,0.7%,$100.00,$100.00
Spread,XLP   230428C00076000,,Equity Option,-1,Apr 28,35d,76,Call
Spread,XLP   230428C00077000,,Equity Option,1,Apr 28,35d,77,Call
XLP,XLP  Subtotal,,,,,,,,$64.00,0.5%,$100.00,$100.00
Spread,XLP   230421C00074000,,Equity Option,-1,Apr 21,28d,74,Call
Spread,XLP   230421C00075000,,Equity Option,1,Apr 21,28d,75,Call
XLRE,XLRE Total,,,,,,,,$175.00,1.4%,$200.00,$200.00
XLRE,XLRE  Subtotal,,,,,,,,$175.00,1.4%,$200.00,$200.00
Spread,XLRE  230421P00031000,,Equity Option,1,Apr 21,28d,31,Put
Spread,XLRE  230421P00033000,,Equity Option,-1,Apr 21,28d,33,Put
Spread,XLRE  230421C00040000,,Equity Option,-1,Apr 21,28d,40,Call
Spread,XLRE  230421C00042000,,Equity Option,1,Apr 21,28d,42,Call
XLV,XLV Total,,,,,,,,$280.00,2.2%,$400.00,$400.00
XLV,XLV  Subtotal,,,,,,,,$280.00,2.2%,$400.00,$400.00
Spread,XLV   230421C00130000,,Equity Option,-2,Apr 21,28d,130,Call
Spread,XLV   230421C00131000,,Equity Option,1,Apr 21,28d,131,Call
Spread,XLV   230421C00133000,,Equity Option,1,Apr 21,28d,133,Call
