,dividends,original_filing_date,period_end_date,period_end_price,shares_eop,assets_to_equity,assets_to_equity_median,book_value,book_value_per_share,cash_and_equiv_growth,cf_cfo_cagr_10,debt_to_equity,debt_to_equity_median,deposits_cagr_10,deposits_growth,dividends_per_share_cagr_10,dividends_per_share_growth,earning_assets,earning_assets_cagr_10,earning_assets_growth,earning_assets_to_equity,earning_assets_to_equity_median,ebitda,ebitda_growth,ebitda_margin,ebitda_per_share,enterprise_value,enterprise_value_to_book,enterprise_value_to_earnings,enterprise_value_to_fcf,enterprise_value_to_sales,enterprise_value_to_tangible_book,eps_diluted_cagr_10,eps_diluted_growth,equity_to_assets,equity_to_assets_median,fcf,fcf_cagr_10,fcf_growth,fcf_margin,fcf_per_share,income_tax_rate,loan_loss_reserve_to_loans,loan_loss_reserve_to_loans_median,loans_gross_cagr_10,loans_gross_growth,loans_net_growth,loans_to_deposits,loans_to_deposits_median,market_cap,net_debt,net_income_growth,net_income_margin,net_interest_income_cagr_10,net_interest_income_growth,net_interest_margin,nim_median,payout_ratio,peg_ratio,pretax_income_growth,pretax_income_per_share,pretax_margin,pretax_margin_median,price_to_book,price_to_earnings,price_to_fcf,price_to_sales,price_to_tangible_book,revenue_cagr_10,revenue_growth,revenue_per_share,roa,roa_median,roce,roe,roe_median,roic,roic_5yr_avg,roic_legacy,roic_median,shares_diluted_growth,shares_eop_change,shares_eop_growth,tangible_book_per_share,tangible_book_value,total_assets_cagr_10,total_assets_growth,total_equity_cagr_10,total_equity_growth,fiscal_quarter_key,fiscal_quarter_number
10,0.34,2004-11-09,2004-09,39.73,3564070000,7.505,16.3261,150684000000,41.9498,1.1893,0.0,1.1644,1.6807,0.0581,0.5829,0.0,0.0,882154000000,0.0454,0.4524,5.8153,13.1065,3130000000,0.1946,0.2502,0.8713,181202501100,1.2025,38.8513,-2.7974,4.7458,1.9574,-0.0205,-0.5,0.1332,0.0613,-28334000000,0.0,-2.4239,-2.2658,-7.888,0.2761,0.019,0.0213,0.0625,0.6569,0.6686,0.793,0.7237,141600501100,59363000000,-0.1289,0.1133,0.0641,0.7887,0.0187,0.0197,0.8717,-14.7739,-0.1938,0.5453,0.1566,0.2291,0.9397,30.3603,-2.186,3.7086,1.5296,0.051,0.6139,3.4813,0.0047,0.0042,0.0103,0.0614,0.0634,0.0226,0.069718844518377,0.0327,0.0234,0.7369,1476565000.0,0.7073,25.7708,92569000000,0.0479,0.4361,0.1394,1.3942,FY2004.FQ3,3
11,0.34,2005-03-02,2004-12,39.01,3556191000,7.5285,14.986,153375000000,42.5038,0.8673,0.0,1.2054,1.6667,0.059,0.5971,0.0,0.0,897452000000,0.0415,0.4629,5.8384,11.9565,3300000000,-0.0489,0.2699,0.9145,187597010910,1.2231,42.0056,-12.385,4.4309,1.9646,-0.002,-0.4494,0.1328,0.0668,26046000000,0.0,2.1045,2.1305,7.2179,0.2943,0.0182,0.0202,0.0651,0.8211,0.8362,0.7711,0.7244,138727010910,70514000000,-0.1062,0.1362,0.0586,0.6921,0.0183,0.0194,0.6938,-153.9116,-0.2362,0.5733,0.1692,0.2108,0.9044,31.0629,-9.1587,3.2766,1.4528,0.049,0.5152,3.3878,0.0038,0.0043,0.0074,0.0422,0.0634,0.016,0.069718844518377,0.0205,0.0234,0.7356,-7879000.0,-0.0022,26.4619,95488000000,0.0456,0.5011,0.1365,1.6298,FY2004.FQ4,4
12,0.34,2005-05-05,2005-03,34.6,3525298000,7.8466,13.7929,149828000000,41.9709,-0.0562,0.0,1.2701,1.6667,0.0616,0.5773,0.0,0.0,881464000000,0.038,0.3572,5.8698,11.0832,4448000000,0.2136,0.3259,1.246,180662310800,1.2057,37.6379,-9.8598,3.8432,1.9742,0.5133,-0.3152,0.1274,0.0726,-11535000000,0.0,-0.3799,-0.8452,-3.2312,0.3103,0.0172,0.0195,0.0655,0.8411,0.8534,0.7577,0.7244,121975310800,81874000000,0.173,0.1658,0.0668,0.8462,0.021,0.02,0.5396,0.495,0.1308,0.9196,0.2405,0.2465,0.8141,25.4115,-6.6569,2.5947,1.3329,0.0698,0.5202,3.8229,0.0041,0.0044,0.0077,0.0454,0.0634,0.0169,0.069718844518377,0.021,0.0234,0.7055,-30893000.0,-0.0086,25.6339,91508000000,0.0473,0.4708,0.132,1.6987,FY2005.FQ1,1
13,0.34,2005-08-08,2005-06,35.32,3513944000,7.8498,12.8506,149072000000,42.0122,-0.295,0.0,1.3164,1.6496,0.0578,0.5427,0.0,0.0,874533000000,0.0347,0.3606,5.861,10.0408,2219000000,6.4925,0.1768,0.6253,193120502080,1.2954,30.451,-4.7765,3.7922,2.1068,0.0,2.037,0.1273,0.0778,-26608000000,0.0,-4.9128,-2.1204,-7.4988,0.1943,0.0163,0.0189,0.0666,0.8413,0.8436,0.7781,0.7434,124112502080,94566000000,2.8138,0.0792,0.031,0.6472,0.0235,0.0201,1.2142,0.0,2.0818,0.3277,0.0926,0.2465,0.8325,19.5699,-3.0697,2.4371,1.354,0.0528,0.4538,3.5363,0.0053,0.005,0.0103,0.0601,0.0634,0.0221,0.069718844518377,0.0266,0.0234,0.7369,-11354000.0,-0.0032,25.8326,91662000000,0.0443,0.4323,0.1343,1.8419,FY2005.FQ2,2
14,0.34,2005-11-09,2005-09,33.93,3503407000,7.9003,10.2061,152136000000,42.8829,-0.2586,0.0,1.3665,1.5021,0.0593,0.0778,0.0,0.0,911596000000,0.0402,0.0333,5.9865,7.7864,4695000000,0.5,0.3291,1.3233,184972599510,1.2158,24.8252,-12.4051,3.5109,1.9671,0.0028,0.8205,0.1265,0.1032,-2814000000,0.0,0.9006,-0.1972,-0.7931,0.3255,0.0171,0.0185,0.0672,0.068,0.0701,0.7858,0.7576,118870599510,97668000000,0.782,0.1771,0.0405,-0.1227,0.0224,0.0202,0.4788,55.7542,0.8688,1.0319,0.2566,0.2486,0.7813,15.9536,-7.972,2.2562,1.2641,0.0543,0.1407,4.0209,0.0062,0.0054,0.0122,0.0704,0.0679,0.0254,0.069718844518377,0.0301,0.0248,-0.0123,-10537000.0,-0.0029,26.5053,94033000000,0.0476,0.0567,0.1345,0.0038,FY2005.FQ3,3
15,0.34,2006-03-09,2005-12,39.69,3486689000,11.183,9.5417,107072000000,30.0536,0.026,0.0,1.3452,1.3559,0.0571,0.0643,0.0,0.0,726185000000,0.0147,-0.1908,6.7734,6.3799,4891000000,0.4821,0.3498,1.3728,210420686410,1.9652,24.8049,-6.9592,3.865,4.3037,-0.0156,0.551,0.0894,0.1079,10721000000,0.0,-0.5883,0.7667,3.0092,0.3098,0.0169,0.0178,0.0623,0.0423,0.0437,0.7552,0.7576,138386686410,85897000000,0.6194,0.1929,0.0432,-0.0818,0.0239,0.0206,0.4473,-10.413,0.8501,1.0744,0.2737,0.2486,1.2924,16.3134,-4.5768,2.5419,2.8304,0.0446,0.1437,3.9245,0.007,0.0058,0.0145,0.0795,0.0749,0.0309,0.069718844518377,0.0382,0.0281,-0.0126,-16718000.0,-0.0047,13.7232,48892000000,0.0409,0.036,0.0911,-0.3025,FY2005.FQ4,4
16,0.34,2006-05-08,2006-03,41.64,3472950000,8.4561,8.1782,150574000000,42.1681,-0.0862,0.0,1.4163,1.3559,0.0642,0.0999,0.0,0.0,951960000000,0.0459,0.0799,6.3222,6.1543,5490000000,0.2342,0.3603,1.5374,220278638000,1.4629,23.6858,-5.9746,3.9313,2.419,0.0098,0.365,0.1182,0.1224,-18168000000,0.0,-0.575,-1.1924,-5.0879,0.3378,0.0168,0.0173,0.0616,0.073,0.0734,0.7392,0.7565,144613638000,105998000000,0.3608,0.2022,0.0519,-0.0315,0.0231,0.0206,0.3953,15.8483,0.4173,1.303,0.3053,0.2486,0.9604,15.5498,-3.9223,2.5809,1.588,0.0699,0.1164,4.2668,0.0075,0.0061,0.0156,0.0862,0.0749,0.0334,0.069718844518377,0.0413,0.0281,0.0002,-13739000.0,-0.0039,25.5015,91061000000,0.0485,0.0806,0.0904,0.0027,FY2006.FQ1,1
17,0.34,2006-08-09,2006-06,42.0,3470582000,10.5299,8.1782,126116000000,35.3048,0.1959,0.0,1.4959,1.3559,0.0616,0.1104,0.0,0.0,1028983000000,0.053,0.1766,8.159,6.1543,6094000000,1.7462,0.4078,1.7059,239965444000,1.9027,20.257,-5.2356,4.1073,3.5814,0.0107,2.5357,0.0949,0.1224,-35572000000,0.0,-0.3368,-2.3809,-9.958,0.3314,0.0155,0.0171,0.075,0.0939,0.0948,0.7665,0.7621,145764444000,112755000000,2.5613,0.2369,0.0557,0.0498,0.0198,0.0204,0.3434,11.4943,3.4806,1.4587,0.3487,0.2486,1.1557,12.3049,-3.1803,2.4949,2.1755,0.0635,0.1906,4.1822,0.0091,0.0061,0.0195,0.1081,0.0749,0.0397,0.069718844518377,0.0478,0.0281,0.0067,-2368000.0,-0.0006,18.7565,67002000000,0.0558,0.1338,0.0799,-0.1547,FY2006.FQ2,2
18,0.34,2006-11-08,2006-09,46.96,3467530000,10.3071,8.1782,129815000000,36.322,0.1274,0.0,1.5349,1.3559,0.0562,0.0878,0.0,0.0,1046784000000,0.0488,0.1482,8.0636,6.1543,5797000000,0.2347,0.3729,1.6219,265606208800,2.046,21.0531,-10.9114,4.4487,3.6887,0.0,0.2957,0.097,0.1224,18677000000,0.0,7.6371,1.2014,5.2257,0.3453,0.0152,0.017,0.078,0.1023,0.1045,0.7963,0.7688,162835208800,120906000000,0.3047,0.212,0.0663,0.1246,0.0195,0.0204,0.3695,0.0,0.3485,1.3813,0.3175,0.2486,1.2543,12.907,-6.6894,2.7274,2.2614,0.0564,0.0897,4.3494,0.0094,0.0061,0.021,0.1125,0.0749,0.0423,0.069718844518377,0.0515,0.0281,0.0074,-3052000.0,-0.0008,20.1468,72005000000,0.0526,0.1122,0.0884,-0.1474,FY2006.FQ3,3
19,0.34,2007-03-01,2006-12,48.3,3461684000,11.6721,8.1782,115790000000,32.3517,-0.0749,0.0,1.5764,1.3559,0.063,0.1509,0.0,0.0,912325000000,0.0356,0.2563,7.8791,6.1543,6171000000,0.2617,0.381,1.7241,276923337200,2.3915,19.1722,-5.5854,4.4727,4.9669,0.0,0.6578,0.0856,0.1224,-14516000000,0.0,-2.3539,-0.8964,-4.0557,0.245,0.015,0.0168,0.0789,0.1526,0.1548,0.7563,0.7688,167199337200,128573000000,0.6775,0.2795,0.0663,0.2167,0.0217,0.0214,0.2698,0.0,0.3516,1.4456,0.3195,0.2652,1.4439,11.5756,-3.3723,2.7005,2.9989,0.0649,0.1581,4.5243,0.0107,0.0066,0.0219,0.1259,0.0749,0.0479,0.069718844518377,0.0583,0.0281,0.0046,-5846000.0,-0.0016,15.5773,55753000000,0.0515,0.1272,0.0823,0.08,FY2006.FQ4,4
20,0.34,2007-05-10,2007-03,48.38,3416115000,10.7704,9.3816,130813000000,36.7503,0.3237,0.0,1.7036,1.3914,0.0235,0.0717,0.0,0.0,1039722000000,0.0165,0.0921,7.9481,6.5478,8208000000,0.495,0.4327,2.3059,277640643700,2.1224,17.1913,-3.3479,4.2293,3.9187,0.1313,0.5581,0.0928,0.1076,-51518000000,0.0,-1.8356,-2.716,-14.4733,0.3471,0.0162,0.0165,0.0134,0.0409,0.0415,0.7179,0.7621,165271643700,137723000000,0.5537,0.2523,0.0115,0.209,0.0229,0.022,0.2537,0.7789,0.5757,2.0598,0.3865,0.2895,1.2634,10.2335,-1.9929,2.5176,2.3326,0.0425,0.2449,5.3288,0.0117,0.0072,0.0239,0.1383,0.0829,0.0512,0.069718844518377,0.0629,0.0322,-0.0031,-45569000.0,-0.0131,19.9044,70850000000,0.0215,0.1065,-0.0146,-0.1312,FY2007.FQ1,1
21,0.38,2007-08-09,2007-06,48.45,3383896000,10.8793,10.4185,134019000000,38.0562,0.461,0.0,1.9003,1.4561,0.0224,0.0971,0.0111,0.1176,1184010000000,0.028,0.1506,8.8346,7.3262,7278000000,0.1942,0.3849,2.0666,288190761200,2.1503,17.1094,-4.6336,4.1398,3.9711,0.0937,0.2121,0.0919,0.0959,-14838000000,0.0,0.5828,-0.7847,-4.2134,0.3333,0.0164,0.0163,0.0146,0.0218,0.0209,0.7139,0.757,163949761200,149357000000,0.196,0.2239,0.0192,0.1911,0.021,0.022,0.3166,1.0387,0.2187,1.8034,0.3358,0.3114,1.2233,9.7334,-2.636,2.3551,2.2591,0.0445,0.2655,5.3691,0.0117,0.0083,0.0241,0.1421,0.0972,0.0486,0.069718844518377,0.061,0.0366,-0.0141,-32219000.0,-0.0094,20.6076,72572000000,0.0233,0.0979,-0.0136,0.0626,FY2007.FQ2,2
22,0.38,2007-11-09,2007-09,45.82,3359044000,11.1028,10.6502,133261000000,38.3187,0.1136,0.0,2.115,1.5154,0.0246,0.1648,0.0111,0.0,1188843000000,0.0303,0.1357,8.9211,7.9136,5957000000,0.0276,0.3697,1.7129,314211396080,2.3578,18.5704,-3.2788,4.4771,4.3383,0.0441,0.0543,0.09,0.0939,-14957000000,0.0,-1.8008,-0.9283,-4.3008,0.3254,0.0166,0.0163,0.019,0.0491,0.0475,0.7171,0.7557,153911396080,194278000000,0.023,0.2093,0.0283,0.2851,0.0209,0.022,0.3917,2.0625,0.0127,1.4377,0.3103,0.3139,1.1549,9.0964,-1.6061,2.193,2.125,0.0167,0.0364,4.6329,0.0115,0.0092,0.0229,0.1414,0.1103,0.0452,0.069718844518377,0.0553,0.041,-0.0269,-24852000.0,-0.0073,20.8258,72426000000,0.023,0.1057,-0.0118,0.0265,FY2007.FQ3,3
23,0.38,2008-02-29,2007-12,43.65,3367383000,12.6776,10.8249,123221000000,36.5966,-0.0435,0.0,2.2515,1.5556,0.0331,0.1595,0.0111,0.0,1068614000000,0.0202,0.1713,8.6723,8.0059,5183000000,-0.1601,0.2981,1.5393,323221267950,2.6231,21.0362,-2.9234,4.5286,5.1126,0.1035,-0.4047,0.0788,0.0923,-29247000000,0.0,-1.0148,-1.6824,-8.6863,0.2792,0.0177,0.0165,0.0224,0.075,0.072,0.7011,0.7472,146986267950,225831000000,-0.3435,0.1709,0.0388,0.2689,0.0234,0.022,0.5066,0.9238,-0.2033,1.2242,0.2371,0.3139,1.1928,9.5663,-1.3294,2.0594,2.3249,0.0331,0.0735,5.163,0.0101,0.0097,0.0206,0.1263,0.1192,0.039,0.069718844518377,0.0454,0.041,-0.0592,8339000.0,0.0024,18.7763,63220000000,0.0292,0.1558,-0.0189,0.0641,FY2007.FQ4,4
24,0.38,2008-05-12,2008-03,42.95,3400843000,11.722,10.9911,140151000000,40.1038,-0.0558,0.0,2.2638,1.64,0.0359,0.2158,0.0111,0.0,1264299000000,0.0332,0.2159,9.0209,8.1113,4458000000,-0.4568,0.2639,1.2756,292131206850,2.0844,22.5566,-4.7528,4.2158,3.6479,-0.0043,-0.4925,0.0853,0.0909,-2423000000,0.0,0.9529,-0.1434,-0.6933,0.3287,0.0218,0.0165,0.0247,0.194,0.1872,0.7051,0.7286,146066206850,225097000000,-0.5042,0.1404,0.0482,0.2518,0.0239,0.0223,0.5588,-26.1806,-0.5178,1.0115,0.2092,0.3139,1.0422,11.2783,-2.3764,2.1079,1.8239,0.017,-0.1095,4.833,0.008,0.0097,0.0163,0.104,0.1192,0.0313,0.069718844518377,0.0362,0.041,-0.0182,33460000.0,0.0099,22.9152,80082000000,0.0316,0.166,-0.0082,0.0713,FY2008.FQ1,1
25,0.38,2008-08-11,2008-06,34.31,3435748000,11.5869,10.9911,147247000000,42.6419,-0.3599,0.0942,2.6296,1.802,0.0267,0.1098,0.0111,0.0,1381458000000,0.0664,0.1667,9.0145,8.4156,3979000000,-0.4532,0.2162,1.1522,345930513880,2.3493,32.2696,-17.099,5.0291,4.1192,-0.0354,-0.5583,0.0863,0.0909,26396000000,0.0942,2.7789,1.4346,7.6441,0.2761,0.0246,0.0165,0.0252,0.1569,0.1473,0.7442,0.7286,117880513880,300795000000,-0.5269,0.1088,0.0589,0.3446,0.0227,0.0222,0.7169,-3.1061,-0.5643,0.8013,0.1503,0.3139,0.8005,10.9963,-5.8267,1.7137,1.4037,0.0278,-0.0269,5.3282,0.0062,0.0097,0.0127,0.0828,0.1192,0.0231,0.069718844518377,0.0261,0.041,-0.0194,34905000.0,0.0102,24.3195,83978000000,0.04,0.2178,0.0363,0.1434,FY2008.FQ2,2
26,0.38,2008-11-07,2008-09,46.7,3726947000,14.315,11.3449,149128000000,43.2932,0.4916,0.0,3.2757,2.0076,0.0519,0.4301,0.0111,0.0,1673189000000,0.058,0.4074,10.6382,8.7534,-1072000000,-1.1799,-0.0727,-0.3112,340758424900,2.285,43.2764,107.9032,5.055,4.2341,-0.202,-0.9072,0.0698,0.0881,8432000000,0.0,1.5637,0.5721,2.4478,0.0,0.025,0.0165,0.0582,0.5655,0.5523,0.7851,0.7311,174048424900,389017000000,-0.8437,0.0357,0.0592,0.301,0.021,0.0214,4.2222,-1.0939,-1.4374,-0.6349,-0.1484,0.3139,1.1671,22.1041,55.1134,2.5819,2.1626,-0.0033,-0.0853,4.2782,0.0039,0.0097,0.0058,0.0564,0.1192,0.0138,0.069718844518377,0.0157,0.041,-0.0095,291199000.0,0.0847,23.3638,80479000000,0.0586,0.5216,0.0043,0.1802,FY2008.FQ3,3
27,0.38,2009-03-02,2008-12,31.53,3757923000,13.0333,11.6295,134945000000,35.991,2.1977,0.0,2.6421,2.1833,0.0544,0.3625,0.0111,0.0,1550796000000,0.0418,0.4512,9.2926,8.8779,-64000000,-1.0123,-0.0037,-0.017,345344312190,2.5591,61.6136,14.4314,5.135,4.8008,-0.2327,-0.9066,0.0767,0.0859,-8475000000,0.0,0.7102,-0.4919,-2.2603,0.0,0.031,0.0172,0.0505,0.4342,0.4147,0.738,0.728,118487312190,275894000000,-0.7637,0.0407,0.1032,0.9149,0.024,0.0222,5.4285,-0.9083,-1.3255,-0.3579,-0.0779,0.2737,0.878,21.1395,4.9514,1.7618,1.6471,0.0143,-0.009,4.5943,0.0025,0.0097,0.0017,0.0358,0.1192,0.009,0.069718844518377,0.0113,0.0406,0.1135,30976000.0,0.0083,19.1854,71934000000,0.0505,0.3923,0.0284,0.3543,FY2008.FQ4,4
28,0.05,2009-05-07,2009-03,26.58,3759160000,12.2165,11.6971,138201000000,36.7682,0.9652,0.1051,2.3924,2.2577,0.0453,0.1908,-0.1744,-0.8684,1588350000000,0.0425,0.2563,9.3325,8.9678,3742000000,-0.1606,0.1495,0.9955,357474472800,2.5866,66.5316,4.6359,4.7418,4.8296,-0.0799,-0.4117,0.0818,0.0854,50756000000,0.1051,21.9475,2.0282,13.5036,0.2994,0.0386,0.0198,0.0432,0.3187,0.2961,0.7808,0.728,99918472800,290641000000,-0.0977,0.0855,0.0953,0.7452,0.0283,0.0228,0.125,-2.3269,-0.1355,0.813,0.1221,0.2232,0.7229,18.5964,1.2958,1.3254,1.3499,0.0487,0.4816,6.6578,0.0025,0.009,0.0014,0.0318,0.115,0.009,0.069718844518377,0.0118,0.0352,0.0755,1237000.0,0.0003,19.6921,74017000000,0.045,0.2655,0.0274,0.2143,FY2009.FQ1,1
29,0.05,2009-08-10,2009-06,34.11,3924135000,13.0948,11.9693,146614000000,38.3394,0.7612,0.0,2.511,2.3281,0.0309,0.1986,-0.1744,0.0,1508805000000,0.0515,0.0921,9.7489,9.0177,5135000000,0.2905,0.2004,1.3427,392744244850,2.6787,64.4794,3.805,4.7541,4.9939,-0.1396,-0.4716,0.0763,0.0835,52503000000,0.0,0.989,2.049,13.7295,0.3317,0.0427,0.0232,0.0348,0.2649,0.2415,0.7854,0.728,133852244850,301605000000,0.3584,0.1061,0.0833,0.5276,0.0315,0.0231,0.1785,-1.5736,0.4716,1.0648,0.1589,0.1841,0.9129,21.9754,1.2968,1.6202,1.702,0.0469,0.3926,6.7004,0.0029,0.0071,0.0024,0.0374,0.0934,0.0108,0.069718844518377,0.0132,0.0272,0.1074,164975000.0,0.0438,20.5653,78644000000,0.0413,0.1413,0.0294,0.0099,FY2009.FQ2,2
30,0.05,2009-11-09,2009-09,43.82,3938749000,12.5791,12.3978,154101000000,38.8947,-0.0905,0.0,2.3227,2.3576,0.0331,-0.1049,-0.1744,0.0,1531137000000,0.0394,-0.0848,9.4367,9.1568,6060000000,6.6529,0.2276,1.5295,414852981180,2.692,45.3292,4.0509,4.3901,4.7551,-0.0479,8.1111,0.0794,0.0806,7625000000,0.0,-0.0957,0.2864,1.9245,0.3063,0.0469,0.0248,0.038,-0.1421,-0.1614,0.7524,0.7411,172595981180,296177000000,5.8083,0.1347,0.076,0.4161,0.0346,0.0236,0.0609,-3.935,3.315,1.2778,0.1901,0.1745,1.12,18.8588,1.6853,1.8264,1.9783,0.0344,0.8064,6.7193,0.0044,0.0053,0.0077,0.0577,0.0702,0.0169,0.069718844518377,0.02,0.02,0.1502,14614000.0,0.0037,22.0196,87242000000,0.0377,-0.0934,0.0217,0.0316,FY2009.FQ3,3
31,0.05,2010-02-24,2009-12,41.67,3941959000,12.2879,12.4335,157213000000,39.5613,-0.458,0.0,2.2002,2.3576,0.0371,-0.0702,-0.1835,0.0,1456099000000,0.0209,-0.061,8.8053,9.1568,5488000000,86.75,0.2369,1.381,396883431530,2.5244,33.8406,3.232,3.9516,4.4742,-0.0471,9.5714,0.0813,0.0804,11913000000,0.0,2.4056,0.5142,2.9978,0.1542,0.0498,0.028,0.0313,-0.1496,-0.166,0.675,0.7411,164261431530,274416000000,3.6695,0.1415,0.0721,-0.1051,0.0342,0.024,0.0675,-2.9678,3.8882,0.9753,0.1673,0.1631,1.0448,14.0059,1.3376,1.6355,1.8517,0.0205,0.3447,5.829,0.0057,0.0051,0.0111,0.0715,0.0646,0.0219,0.069718844518377,0.0261,0.0194,0.0598,3210000.0,0.0008,22.3216,88704000000,0.0337,-0.0657,0.0212,-0.0091,FY2009.FQ4,4
32,0.05,2010-05-10,2010-03,44.75,3975356000,12.9661,12.6283,156569000000,39.1941,-0.224,0.0,2.2,2.3576,0.0315,0.0202,-0.1835,0.0,1574739000000,0.0285,-0.0085,9.56,9.3126,5741000000,0.5342,0.2074,1.4371,399299181000,2.5503,30.9222,4.4646,3.8736,4.5222,-0.0267,0.85,0.0771,0.0791,17394000000,0.0,-0.6573,0.6286,4.3542,0.2669,0.0534,0.0348,0.0391,0.0078,-0.0077,0.7714,0.7483,177897181000,271956000000,0.5534,0.1201,0.0708,0.0256,0.0339,0.0261,0.0675,-5.1594,0.4846,1.1357,0.1639,0.1614,1.1362,13.7765,1.9891,1.7258,2.0147,0.0555,0.1057,6.9269,0.0061,0.0051,0.012,0.0782,0.0646,0.0244,0.069718844518377,0.0294,0.0194,0.0627,33397000.0,0.0084,22.1032,88296000000,0.0373,0.0272,0.0214,-0.0321,FY2010.FQ1,1
33,0.05,2010-08-06,2010-06,36.61,3975811000,11.7696,12.4335,162968000000,40.685,-0.1698,0.0,1.9526,2.3576,0.0182,0.0246,-0.1835,0.0,1481240000000,0.0331,-0.0182,8.6561,9.3126,8315000000,0.6192,0.3312,2.0758,366367440710,2.248,24.4456,5.6135,3.5722,3.715,0.038,2.8928,0.0849,0.0804,28333000000,0.0,-0.4603,1.1287,7.0733,0.3253,0.0512,0.0406,0.0302,0.0277,0.0185,0.7878,0.7619,145554440710,261895000000,0.7622,0.191,0.0579,0.0013,0.0337,0.0299,0.0458,2.5495,0.7453,1.7742,0.2831,0.1614,0.8931,9.712,2.2302,1.4192,1.4759,0.0374,-0.0203,6.2664,0.0072,0.0051,0.0144,0.0892,0.0646,0.029,0.069718844518377,0.0344,0.0194,0.0474,455000.0,0.0001,24.6197,98617000000,0.0257,-0.0062,0.0333,0.1056,FY2010.FQ2,2
34,0.05,2011-11-04,2010-09,38.06,3925848000,0.0,12.4335,0,0.0,-1.0,0.0,0.0,2.3576,0.0,-1.0,-0.1835,0.0,0,0.0,-1.0,0.0,9.3126,7476000000,0.2336,0.3138,1.8822,149417774880,0.0,9.4466,21.194,1.4977,0.0,0.0403,0.2317,0.0,0.0783,-50590000000,0.0,-7.6347,-2.1234,-12.7369,0.2877,0.0,0.0406,0.0,-1.0,-1.0,0.0,0.7619,149417774880,0,0.2313,0.1854,0.0502,-0.0184,0.0692,0.0326,0.0495,2.3409,0.2251,1.5617,0.2603,0.1614,0.0,9.4466,21.194,1.4977,0.0,0.0349,-0.1051,5.9981,0.0157,0.0051,0.0311,0.1848,0.0646,0.0626,0.069718844518377,0.073,0.0194,0.0024,-49963000.0,-0.0125,0.0,0,0.0,-1.0,0.0,-1.0,FY2010.FQ3,3
35,0.05,2011-02-28,2010-12,42.42,3910294000,12.0246,12.4335,168306000000,42.7661,-0.4494,-0.2715,1.9325,2.2615,0.0255,-0.0085,-0.1835,0.0,1475341000000,0.0065,0.0132,8.3775,9.3126,8292000000,0.5109,0.3177,2.1069,421612671480,2.505,24.2724,-112.3701,4.1055,4.143,0.0776,0.5135,0.0831,0.0783,1111000000,-0.2715,-0.9067,0.0425,0.2823,0.311,0.0465,0.0446,0.0256,0.0938,0.0977,0.7447,0.7619,165874671480,291101000000,0.4737,0.1851,0.0385,-0.0222,0.0691,0.0338,0.0446,1.2291,0.809,1.7817,0.2686,0.1656,0.9855,9.5494,-44.2096,1.6152,1.6299,0.0355,0.1266,6.6314,0.0164,0.0051,0.0343,0.1972,0.0646,0.0672,0.069718844518377,0.0743,0.0194,-0.0096,-15554000.0,-0.0039,25.8579,101764000000,0.0177,0.0421,0.014,0.0649,FY2010.FQ4,4
36,0.25,2011-05-06,2011-03,46.1,3986625000,12.1715,12.2522,172798000000,43.0477,0.1534,0.0,1.9509,2.2001,0.0026,0.0762,-0.041,4.0,1125107000000,-0.0389,-0.2855,6.2298,9.049,9331000000,0.6253,0.3699,2.3245,349088412500,2.0202,17.8115,-12.8696,3.4823,3.2627,0.304,0.7297,0.0821,0.0804,-5979000000,0.0,-1.3437,-0.237,-1.4894,0.3105,0.0433,0.0449,-0.0103,-0.0389,-0.0286,0.6888,0.7486,183783412500,248031000000,0.6701,0.2202,0.0284,-0.1316,0.0378,0.0341,0.1953,0.3084,0.7758,2.0071,0.3194,0.1787,1.0635,9.3771,-6.7754,1.8333,1.7177,0.0552,-0.0885,6.2831,0.009,0.0059,0.019,0.1098,0.0749,0.0373,0.069718844518377,0.0437,0.0232,0.0048,76331000.0,0.0195,26.654,106992000000,-0.0023,0.0291,0.0139,0.0963,FY2011.FQ1,1
37,0.25,2011-08-05,2011-06,40.94,3910196000,12.2855,12.251,175079000000,43.9543,1.7734,0.0,1.9717,2.0859,0.0038,0.1812,-0.041,0.0,1214823000000,-0.0241,-0.1798,6.6427,8.7307,9405000000,0.131,0.3512,2.3611,238965424240,1.3649,11.8095,25.8452,2.3445,2.1669,0.3361,0.1651,0.0813,0.0813,64704000000,0.0,1.2836,2.4162,16.2442,0.3317,0.0413,0.0449,-0.0076,-0.0139,-0.0036,0.6577,0.7486,160083424240,160250000000,0.1326,0.2028,-0.0154,-0.067,0.0413,0.0344,0.1968,0.2353,0.1435,2.0403,0.3034,0.2252,0.9143,7.9112,17.3138,1.5706,1.4516,0.0451,0.0668,6.7229,0.0091,0.0067,0.0188,0.1113,0.0837,0.0375,0.069718844518377,0.0524,0.0267,-0.0055,-76429000.0,-0.0191,27.685,110275000000,0.0032,0.1155,0.0091,0.0687,FY2011.FQ2,2
